country,year,fertility,gdp_capita,life_expectancy,population
Lao,2001,4.14,2590,57.6,5410000
Latvia,2001,1.21,12100,70.2,2360000
Lebanon,2001,2.13,10600,75.7,3990000
Lesotho,2001,3.97,1690,47.7,2040000
Liberia,2001,5.8,1310,55.2,2950000
Libya,2001,2.75,21200,73.3,5440000
Lithuania,2001,1.31,13100,71.8,3470000
Luxembourg,2001,1.68,82800,78.3,440000
Madagascar,2001,5.45,1480,59.6,16300000
Malawi,2001,6.1,819,44.9,11400000
Malaysia,2001,2.66,16000,73.2,23700000
Maldives,2001,2.77,9190,73.0,286000
Mali,2001,6.88,1640,54.0,11300000
Malta,2001,1.6,24600,78.7,396000
Mauritania,2001,5.39,2810,63.9,2700000
Mauritius,2001,1.96,11600,72.4,1190000
Mexico,2001,2.67,15800,74.9,100000000
"Micronesia, Fed. Sts.",2001,4.2,3180,65.9,107000
Moldova,2001,1.35,2990,68.9,4190000
Mongolia,2001,2.1,4750,62.4,2420000
Montenegro,2001,1.87,10500,74.0,613000
Morocco,2001,2.72,4760,69.7,29100000
Mozambique,2001,5.81,628,50.6,18200000
Myanmar,2001,2.89,1420,59.1,47200000
Namibia,2001,3.93,6510,53.9,1820000
Nepal,2001,3.88,1570,66.4,24300000
Netherlands,2001,1.71,42700,78.3,16000000
New Zealand,2001,1.96,28900,78.6,3910000
Nicaragua,2001,2.98,3460,75.0,5150000
Niger,2001,7.67,780,52.4,11800000
Nigeria,2001,6.08,3170,55.4,125000000
North Korea,2001,1.99,1670,62.0,23100000
North Macedonia,2001,1.68,8320,73.7,2040000
Norway,2001,1.78,59000,78.8,4520000
Oman,2001,3.48,45400,73.4,2290000
Pakistan,2001,4.44,3380,62.1,146000000
Palestine,2001,5.23,3260,69.8,3310000
Panama,2001,2.72,10500,77.7,3090000
Papua New Guinea,2001,4.48,2560,55.9,5970000
Paraguay,2001,3.43,7760,74.8,5430000
Peru,2001,2.87,6390,75.6,26800000
Philippines,2001,3.77,4260,69.2,79700000
Poland,2001,1.31,14900,74.3,38500000
Portugal,2001,1.46,26300,77.0,10300000
Qatar,2001,3.12,108000,74.9,615000
Romania,2001,1.31,11100,71.1,22000000
Russia,2001,1.22,14800,65.5,146000000
Rwanda,2001,5.54,840,50.8,8230000
Samoa,2001,4.48,4600,71.8,175000
Sao Tome and Principe,2001,5.23,1970,65.0,145000
Saudi Arabia,2001,3.83,41700,74.8,21200000
Senegal,2001,5.39,2470,61.2,10000000
Serbia,2001,1.74,8350,72.4,9410000
Seychelles,2001,2.16,18000,71.7,82400
Sierra Leone,2001,6.24,821,51.4,4750000
Singapore,2001,1.41,50400,79.6,4080000
Slovak Republic,2001,1.24,16200,73.7,5400000
Slovenia,2001,1.21,23400,76.2,1990000
Solomon Islands,2001,4.67,1630,61.3,424000
Somalia,2001,7.57,603,53.0,9190000
South Africa,2001,2.79,9830,54.9,45600000
South Korea,2001,1.29,21500,76.8,47700000
South Sudan,2001,6.14,2890,55.1,6450000
Spain,2001,1.25,31000,79.7,41300000
Sri Lanka,2001,2.25,5420,72.7,18900000
St. Lucia,2001,2.06,10200,74.1,158000
St. Vincent and the Grenadines,2001,2.32,7680,71.7,108000
Sudan,2001,5.4,2400,63.8,28000000
Suriname,2001,2.82,10100,69.5,477000
Sweden,2001,1.58,37400,79.8,8900000
Switzerland,2001,1.43,51100,80.5,7180000
Syria,2001,3.94,5210,73.2,16800000
Tajikistan,2001,3.78,1280,68.2,6320000
Tanzania,2001,5.68,1620,54.1,34400000
Thailand,2001,1.64,9420,72.6,63500000
Timor-Leste,2001,7.09,3500,65.8,901000
Togo,2001,5.36,1180,56.7,5060000
Tonga,2001,4.24,4750,70.7,98500
Trinidad and Tobago,2001,1.74,19000,70.6,1270000
Tunisia,2001,2.09,7780,74.6,9790000
Turkey,2001,2.45,12800,74.8,64200000
Turkmenistan,2001,2.77,5510,67.1,4560000
Uganda,2001,6.82,1090,50.0,24400000
Ukraine,2001,1.14,5290,68.3,48400000
United Arab Emirates,2001,2.53,99400,71.8,3300000
United Kingdom,2001,1.67,34000,78.2,59100000
United States,2001,2.03,45700,76.9,285000000
Uruguay,2001,2.22,12400,74.9,3330000
Uzbekistan,2001,2.64,2590,67.3,25100000
Vanuatu,2001,4.27,2660,63.3,189000
Venezuela,2001,2.78,14800,74.0,24600000
Vietnam,2001,1.95,2700,71.7,80700000
Yemen,2001,6.13,4030,63.9,17900000
Zambia,2001,6.0,2180,46.1,10700000
Zimbabwe,2001,4.02,2980,46.2,11900000
Afghanistan,2002,7.27,1020,55.6,22600000
Albania,2002,1.98,6240,75.3,3130000
Algeria,2002,2.4,10900,74.5,31900000
Angola,2002,6.57,4320,53.5,17500000
Antigua and Barbuda,2002,2.29,19400,75.2,78300
Argentina,2002,2.52,12500,74.2,37700000
Armenia,2002,1.2,3670,72.7,3030000
Australia,2002,1.78,36600,80.2,19400000
Austria,2002,1.39,39600,78.9,8130000
Azerbaijan,2002,1.91,5450,67.3,8280000
Bahamas,2002,1.93,33700,72.4,308000
Bahrain,2002,2.67,43100,74.2,735000
Bangladesh,2002,2.91,1780,66.5,132000000
Barbados,2002,1.75,15000,75.3,273000
Belarus,2002,1.24,8430,67.8,9750000
Belgium,2002,1.68,37900,78.3,10400000
Belize,2002,3.39,7240,71.3,262000
Benin,2002,5.82,1730,58.1,7300000
Bhutan,2002,3.24,3950,67.8,616000
Bolivia,2002,3.87,4390,67.6,8740000
Bosnia and Herzegovina,2002,1.37,6970,75.5,3760000
Botswana,2002,3.19,11000,51.9,1700000
Brazil,2002,2.16,11600,72.1,180000000
Brunei,2002,2.03,84100,74.2,347000
Bulgaria,2002,1.22,10100,72.2,7870000
Burkina Faso,2002,6.47,1130,53.4,12300000
Burundi,2002,6.89,728,46.6,6700000
Cambodia,2002,3.52,1520,61.5,12600000
Cameroon,2002,5.48,2640,54.6,16400000
Canada,2002,1.52,38500,79.6,31200000
Cape Verde,2002,3.48,4050,71.7,443000
Central African Republic,2002,5.46,881,44.4,3800000
Chad,2002,7.27,1110,52.5,9020000
Chile,2002,2.05,14800,77.3,15700000
China,2002,1.52,4300,73.0,1310000000
Colombia,2002,2.31,8500,73.3,40900000
Comoros,2002,5.3,2380,62.9,569000
"Congo, Dem. Rep.",2002,6.86,545,54.3,49900000
"Congo, Rep.",2002,5.08,4740,54.3,3310000
Costa Rica,2002,2.22,10100,78.3,4100000
Cote d'Ivoire,2002,5.58,2810,52.9,17200000
Croatia,2002,1.39,17600,74.9,4400000
Cuba,2002,1.59,5130,77.8,11200000
Cyprus,2002,1.61,31000,77.2,977000
Czech Republic,2002,1.17,22300,75.5,10300000
Denmark,2002,1.72,42600,77.2,5370000
Djibouti,2002,4.24,2180,60.9,747000
Dominican Republic,2002,2.84,8620,74.1,8720000
Ecuador,2002,2.91,7690,74.3,13100000
Egypt,2002,3.13,7660,68.4,71500000
El Salvador,2002,2.79,5680,73.1,5960000
Equatorial Guinea,2002,5.73,20200,58.6,658000
Eritrea,2002,5.15,2570,55.0,2480000
Estonia,2002,1.38,17900,71.3,1380000
Eswatini,2002,4.04,6420,45.4,1020000
Ethiopia,2002,6.22,645,53.9,70100000
Fiji,2002,3.0,6990,66.6,815000
Finland,2002,1.72,36200,78.5,5210000
France,2002,1.87,35300,79.4,59800000
Gabon,2002,4.39,17300,59.0,1290000
Gambia,2002,5.91,1390,62.0,1400000
Georgia,2002,1.59,4000,72.4,4260000
Germany,2002,1.35,37300,78.7,81500000
Ghana,2002,4.68,2300,59.5,20200000
Greece,2002,1.34,26600,79.2,11200000
Grenada,2002,2.46,9590,74.2,104000
Guatemala,2002,4.37,6160,69.3,12200000
Guinea,2002,5.95,1590,55.2,8590000
Guinea-Bissau,2002,5.64,1370,52.6,1250000
Guyana,2002,2.96,4790,66.2,745000
Haiti,2002,4.07,1680,58.5,8750000
Honduras,2002,3.82,3340,71.0,6930000
Hungary,2002,1.29,19600,72.5,10200000
Iceland,2002,2.01,35800,80.8,285000
India,2002,3.18,2850,63.9,1090000000
Indonesia,2002,2.51,6120,67.8,217000000
Iran,2002,2.0,14000,73.8,67300000
Iraq,2002,4.71,11000,67.7,24900000
Ireland,2002,1.96,42500,77.7,3910000
Israel,2002,2.91,25700,78.7,6170000
Italy,2002,1.29,37200,80.1,57200000
Jamaica,2002,2.48,8090,75.0,2690000
Japan,2002,1.3,33900,82.0,128000000
Jordan,2002,3.88,7750,73.4,5320000
Kazakhstan,2002,1.99,12400,65.5,15000000
Kenya,2002,5.04,2070,55.8,33800000
Kiribati,2002,3.98,1970,59.6,87300
Kuwait,2002,2.69,69600,79.4,2140000
Kyrgyz Republic,2002,2.54,2140,67.0,4990000
Lao,2002,3.98,2700,58.4,5490000
Latvia,2002,1.25,13100,70.5,2330000
Lebanon,2002,2.04,10500,75.9,4180000
Lesotho,2002,3.86,1710,46.5,2030000
Liberia,2002,5.72,1320,55.0,3020000
Libya,2002,2.67,20700,73.4,5530000
Lithuania,2002,1.29,14100,72.2,3440000
Luxembourg,2002,1.67,85000,78.4,444000
Madagascar,2002,5.34,1260,59.8,16800000
Malawi,2002,6.05,813,45.3,11700000
Malaysia,2002,2.54,16500,73.4,24200000
Maldives,2002,2.63,9590,73.8,294000
Mali,2002,6.86,1640,54.5,11600000
Malta,2002,1.53,25100,79.0,399000
Mauritania,2002,5.34,2760,64.4,2780000
Mauritius,2002,1.94,11700,72.4,1200000
Mexico,2002,2.62,15600,75.0,102000000
"Micronesia, Fed. Sts.",2002,4.11,3200,65.1,107000
Moldova,2002,1.29,3230,69.1,4180000
Mongolia,2002,2.08,4920,62.8,2440000
Montenegro,2002,1.86,10600,74.2,613000
Morocco,2002,2.68,4850,70.0,29500000
Mozambique,2002,5.8,663,50.5,18800000
Myanmar,2002,2.87,1580,59.6,47700000
Namibia,2002,3.84,6720,53.1,1850000
Nepal,2002,3.72,1550,66.5,24700000
Netherlands,2002,1.73,42500,78.4,16100000
New Zealand,2002,1.95,29700,78.7,3960000
Nicaragua,2002,2.89,3440,75.1,5220000
Niger,2002,7.66,774,53.2,12200000
Nigeria,2002,6.06,3560,55.7,129000000
North Korea,2002,1.99,1680,61.9,23300000
North Macedonia,2002,1.64,8420,73.9,2050000
Norway,2002,1.75,59500,79.0,4550000
Oman,2002,3.29,44100,73.7,2330000
Pakistan,2002,4.31,3410,62.3,150000000
Palestine,2002,5.09,2780,68.9,3380000
Panama,2002,2.7,10500,77.8,3150000
Papua New Guinea,2002,4.42,2500,55.8,6100000
Paraguay,2002,3.32,7620,74.9,5530000
Peru,2002,2.82,6660,76.0,27100000
Philippines,2002,3.71,4320,69.1,81400000
Poland,2002,1.28,15200,74.7,38500000
Portugal,2002,1.45,26400,77.3,10400000
Qatar,2002,3.0,111000,75.5,641000
Romania,2002,1.32,12000,71.1,21900000
Russia,2002,1.29,15600,65.3,145000000
Rwanda,2002,5.45,929,52.3,8430000
Samoa,2002,4.46,4780,72.0,176000
Sao Tome and Principe,2002,5.17,1980,65.3,147000
Saudi Arabia,2002,3.71,39400,74.7,21800000
Senegal,2002,5.31,2420,61.5,10300000
Serbia,2002,1.72,8950,72.5,9350000
Seychelles,2002,2.18,17700,71.9,84100
Sierra Leone,2002,6.16,993,51.5,4970000
Singapore,2002,1.37,51900,80.0,4100000
Slovak Republic,2002,1.23,16900,73.9,5400000
Slovenia,2002,1.22,24200,76.5,1990000
Solomon Islands,2002,4.62,1540,61.2,435000
Somalia,2002,7.51,607,53.3,9500000
South Africa,2002,2.76,10100,53.8,46200000
South Korea,2002,1.25,23000,77.2,48000000
South Sudan,2002,6.05,2980,55.4,6690000
Spain,2002,1.28,31400,79.8,41900000
Sri Lanka,2002,2.26,5590,73.6,19100000
St. Lucia,2002,1.93,10200,74.1,159000
St. Vincent and the Grenadines,2002,2.27,8160,71.7,108000
Sudan,2002,5.33,2490,64.0,28700000
Suriname,2002,2.78,10300,69.4,482000
Sweden,2002,1.67,38000,80.0,8920000
Switzerland,2002,1.42,50800,80.7,7220000
Syria,2002,3.84,5420,73.6,17100000
Tajikistan,2002,3.68,1390,68.5,6430000
Tanzania,2002,5.67,1680,54.8,35300000
Thailand,2002,1.62,9920,73.0,64100000
Timor-Leste,2002,7.04,3180,66.1,923000
Togo,2002,5.32,1140,56.8,5200000
Tonga,2002,4.22,4880,70.7,99000
Trinidad and Tobago,2002,1.74,20500,71.1,1280000
Tunisia,2002,2.05,7830,74.8,9870000
Turkey,2002,2.4,13500,75.4,65100000
Turkmenistan,2002,2.73,5460,67.1,4610000
Uganda,2002,6.77,1150,50.7,25200000
Ukraine,2002,1.15,5620,68.2,48000000
United Arab Emirates,2002,2.43,96700,72.1,3480000
United Kingdom,2002,1.67,34700,78.3,59300000
United States,2002,2.02,46000,77.0,287000000
Uruguay,2002,2.21,11400,74.9,3330000
Uzbekistan,2002,2.56,2660,67.1,25400000
Vanuatu,2002,4.16,2470,63.3,194000
Venezuela,2002,2.74,13300,74.0,25100000
Vietnam,2002,1.92,2850,71.9,81500000
Yemen,2002,5.95,4070,64.4,18400000
Zambia,2002,5.96,2220,47.0,11000000
Zimbabwe,2002,4.0,2710,45.6,12000000
Afghanistan,2003,7.14,1060,56.4,23700000
Albania,2003,1.9,6610,75.4,3120000
Algeria,2003,2.41,11500,74.6,32300000
Angola,2003,6.54,4300,54.2,18100000
Antigua and Barbuda,2003,2.27,20300,75.4,79300
Argentina,2003,2.5,13400,74.3,38100000
Armenia,2003,1.4,4210,72.9,3020000
Australia,2003,1.79,37200,80.5,19600000
Austria,2003,1.38,39800,79.0,8180000
Azerbaijan,2003,1.87,5960,67.2,8360000
Bahamas,2003,1.89,32700,72.9,313000
Bahrain,2003,2.6,43200,74.2,779000
Bangladesh,2003,2.8,1830,66.8,135000000
Barbados,2003,1.75,15300,75.4,274000
Belarus,2003,1.26,9090,68.4,9680000
Belgium,2003,1.7,38000,78.5,10400000
Belize,2003,3.28,7700,71.5,269000
Benin,2003,5.75,1740,58.4,7520000
Bhutan,2003,3.09,4170,68.3,628000
Bolivia,2003,3.77,4420,68.1,8910000
Bosnia and Herzegovina,2003,1.33,7240,76.0,3760000
Botswana,2003,3.11,11300,51.4,1730000
Brazil,2003,2.1,11600,72.3,182000000
Brunei,2003,1.95,85000,74.4,353000
Bulgaria,2003,1.26,10700,72.4,7800000
Burkina Faso,2003,6.4,1180,54.0,12700000
Burundi,2003,6.82,698,47.5,6910000
Cambodia,2003,3.41,1630,62.1,12900000
Cameroon,2003,5.43,2690,54.6,16800000
Canada,2003,1.53,38800,79.8,31500000
Cape Verde,2003,3.36,4160,72.0,450000
Central African Republic,2003,5.44,817,44.7,3880000
Chad,2003,7.21,1230,52.6,9370000
Chile,2003,2.02,15300,77.3,15800000
China,2003,1.54,4700,73.4,1320000000
Colombia,2003,2.27,8700,75.1,41500000
Comoros,2003,5.28,2380,63.6,583000
"Congo, Dem. Rep.",2003,6.81,558,54.6,51400000
"Congo, Rep.",2003,5.07,4640,54.8,3410000
Costa Rica,2003,2.16,10400,78.4,4160000
Cote d'Ivoire,2003,5.52,2710,53.3,17600000
Croatia,2003,1.38,18600,74.9,4390000
Cuba,2003,1.58,5200,77.8,11200000
Cyprus,2003,1.58,31400,77.4,994000
Czech Republic,2003,1.21,23100,75.5,10200000
Denmark,2003,1.76,42600,77.5,5390000
Djibouti,2003,4.12,2210,61.0,760000
Dominican Republic,2003,2.81,8380,73.8,8850000
Ecuador,2003,2.87,7760,74.2,13400000
Egypt,2003,3.09,7760,68.4,72800000
El Salvador,2003,2.69,5740,73.0,5990000
Equatorial Guinea,2003,5.68,21900,59.3,687000
Eritrea,2003,5.07,2390,55.2,2600000
Estonia,2003,1.43,19400,72.0,1370000
Eswatini,2003,3.98,6640,44.5,1020000
Ethiopia,2003,6.04,613,54.8,72200000
Fiji,2003,2.95,7050,66.7,816000
Finland,2003,1.76,36900,78.7,5230000
France,2003,1.89,35300,79.6,60300000
Gabon,2003,4.33,17300,58.9,1320000
Gambia,2003,5.88,1440,62.1,1450000
Georgia,2003,1.6,4470,72.6,4240000
Germany,2003,1.35,37000,78.8,81600000
Ghana,2003,4.61,2360,59.6,20800000
Greece,2003,1.36,28100,79.1,11200000
Grenada,2003,2.41,10500,74.4,104000
Guatemala,2003,4.25,6170,69.4,12500000
Guinea,2003,5.88,1580,55.5,8750000
Guinea-Bissau,2003,5.56,1340,52.9,1280000
Guyana,2003,2.92,4760,66.5,745000
Haiti,2003,3.96,1660,58.9,8900000
Honduras,2003,3.69,3400,71.2,7110000
Hungary,2003,1.29,20400,72.6,10100000
Iceland,2003,2.02,36300,81.1,288000
India,2003,3.11,3020,64.5,1110000000
Indonesia,2003,2.51,6330,68.0,220000000
Iran,2003,1.93,15000,72.9,68100000
Iraq,2003,4.64,7130,68.4,25600000
Ireland,2003,1.97,43100,78.2,3980000
Israel,2003,2.91,25400,79.4,6280000
Italy,2003,1.31,37100,80.1,57600000
Jamaica,2003,2.44,8340,75.9,2710000
Japan,2003,1.3,34300,82.1,128000000
Jordan,2003,3.83,7900,74.0,5430000
Kazakhstan,2003,2.07,13500,65.3,15100000
Kenya,2003,4.98,2080,56.0,34700000
Kiribati,2003,3.95,1970,59.8,88800
Kuwait,2003,2.62,80700,79.5,2160000
Kyrgyz Republic,2003,2.52,2270,67.0,5010000
Lao,2003,3.85,2820,59.0,5580000
Latvia,2003,1.3,14300,70.9,2310000
Lebanon,2003,1.94,10300,76.1,4390000
Lesotho,2003,3.74,1800,45.6,2020000
Liberia,2003,5.64,910,55.1,3080000
Libya,2003,2.6,23000,73.8,5620000
Lithuania,2003,1.29,15700,72.2,3410000
Luxembourg,2003,1.66,85400,78.7,447000
Madagascar,2003,5.24,1340,60.0,17300000
Malawi,2003,6.0,839,46.0,12000000
Malaysia,2003,2.44,17200,73.4,24700000
Maldives,2003,2.51,10600,74.5,303000
Mali,2003,6.84,1740,55.3,12000000
Malta,2003,1.47,25600,79.1,401000
Mauritania,2003,5.28,2840,64.9,2860000
Mauritius,2003,1.9,12300,72.7,1210000
Mexico,2003,2.58,15600,75.0,103000000
"Micronesia, Fed. Sts.",2003,4.01,3270,66.4,107000
Moldova,2003,1.25,3450,69.2,4170000
Mongolia,2003,2.08,5220,63.2,2470000
Montenegro,2003,1.85,10800,74.3,614000
Morocco,2003,2.64,5080,70.3,29800000
Mozambique,2003,5.78,686,50.6,19300000
Myanmar,2003,2.83,1780,60.1,48100000
Namibia,2003,3.77,6900,52.6,1880000
Nepal,2003,3.58,1590,67.3,25100000
Netherlands,2003,1.75,42400,78.6,16200000
New Zealand,2003,1.98,30500,78.9,4020000
Nicaragua,2003,2.81,3480,75.2,5290000
Niger,2003,7.64,786,54.0,12600000
Nigeria,2003,6.04,3730,56.0,132000000
North Korea,2003,2.0,1700,70.2,23500000
North Macedonia,2003,1.61,8590,74.1,2050000
Norway,2003,1.8,59700,79.5,4570000
Oman,2003,3.14,42000,74.1,2390000
Pakistan,2003,4.21,3490,62.4,153000000
Palestine,2003,4.97,3090,70.0,3440000
Panama,2003,2.68,10800,77.8,3210000
Papua New Guinea,2003,4.37,2500,55.7,6220000
Paraguay,2003,3.21,7800,74.7,5630000
Peru,2003,2.77,6870,75.9,27400000
Philippines,2003,3.65,4440,69.1,83100000
Poland,2003,1.28,15800,74.9,38400000
Portugal,2003,1.44,26000,77.6,10400000
Qatar,2003,2.86,109000,76.1,682000
Romania,2003,1.33,12300,71.4,21700000
Russia,2003,1.33,16800,65.1,145000000
Rwanda,2003,5.35,935,53.8,8560000
Samoa,2003,4.45,4960,72.1,177000
Sao Tome and Principe,2003,5.12,2070,65.8,150000
Saudi Arabia,2003,3.6,42500,74.7,22500000
Senegal,2003,5.25,2520,62.3,10500000
Serbia,2003,1.69,9360,72.4,9290000
Seychelles,2003,2.2,16800,72.1,85800
Sierra Leone,2003,6.07,1040,51.8,5200000
Singapore,2003,1.27,55100,80.6,4130000
Slovak Republic,2003,1.22,17800,74.0,5400000
Slovenia,2003,1.24,24900,76.5,1990000
Solomon Islands,2003,4.58,1600,61.1,447000
Somalia,2003,7.45,611,53.7,9820000
South Africa,2003,2.73,10200,52.8,46700000
South Korea,2003,1.21,23500,77.6,48300000
South Sudan,2003,5.97,3100,55.8,6940000
Spain,2003,1.3,31800,79.6,42600000
Sri Lanka,2003,2.27,5870,73.7,19200000
St. Lucia,2003,1.83,10500,74.0,161000
St. Vincent and the Grenadines,2003,2.23,8760,72.2,108000
Sudan,2003,5.27,2600,64.3,29500000
Suriname,2003,2.75,10800,69.5,488000
Sweden,2003,1.73,38800,80.3,8950000
Switzerland,2003,1.42,50500,80.9,7270000
Syria,2003,3.74,5220,74.4,17400000
Tajikistan,2003,3.59,1520,68.9,6540000
Tanzania,2003,5.66,1750,55.4,36300000
Thailand,2003,1.6,10500,73.6,64500000
Timor-Leste,2003,6.97,3060,66.5,947000
Togo,2003,5.28,1170,56.7,5330000
Tonga,2003,4.2,4960,70.7,99600
Trinidad and Tobago,2003,1.75,23300,71.1,1280000
Tunisia,2003,2.02,8130,75.2,9950000
Turkey,2003,2.35,14000,75.9,66100000
Turkmenistan,2003,2.7,5590,66.9,4660000
Uganda,2003,6.72,1180,51.5,26000000
Ukraine,2003,1.17,6210,68.3,47600000
United Arab Emirates,2003,2.33,98600,72.0,3710000
United Kingdom,2003,1.69,35700,78.5,59600000
United States,2003,2.05,46900,77.2,290000000
Uruguay,2003,2.19,11500,74.9,3320000
Uzbekistan,2003,2.51,2740,67.0,25700000
Vanuatu,2003,4.06,2510,63.3,199000
Venezuela,2003,2.7,12000,73.5,25600000
Vietnam,2003,1.9,3020,72.1,82300000
Yemen,2003,5.78,4100,64.8,19000000
Zambia,2003,5.92,2320,47.6,11300000
Zimbabwe,2003,3.99,2240,45.4,12000000
Afghanistan,2004,6.99,1020,56.9,24700000
Albania,2004,1.82,7000,75.6,3100000
Algeria,2004,2.44,11800,75.0,32700000
Angola,2004,6.5,4600,54.8,18800000
Antigua and Barbuda,2004,2.25,21200,75.6,80300
Argentina,2004,2.47,14500,74.9,38500000
Armenia,2004,1.4,4670,73.2,3000000
Australia,2004,1.82,38300,80.8,19900000
Austria,2004,1.42,40700,79.4,8220000
Azerbaijan,2004,1.84,6460,67.4,8450000
Bahamas,2004,1.86,32400,72.9,319000
Bahrain,2004,2.53,43400,74.4,830000
Bangladesh,2004,2.7,1900,67.3,137000000
Barbados,2004,1.76,15500,75.5,275000
Belarus,2004,1.29,10200,68.8,9620000
Belgium,2004,1.73,39200,79.0,10500000
Belize,2004,3.18,7860,71.8,277000
Benin,2004,5.69,1760,58.8,7750000
Bhutan,2004,2.95,4340,68.8,639000
Bolivia,2004,3.68,4520,68.5,9070000
Bosnia and Herzegovina,2004,1.3,7680,76.2,3760000
Botswana,2004,3.04,11400,51.6,1770000
Brazil,2004,2.03,12100,72.6,184000000
Brunei,2004,1.89,84000,74.5,359000
Bulgaria,2004,1.3,11500,72.5,7740000
Burkina Faso,2004,6.34,1200,54.6,13000000
Burundi,2004,6.76,709,48.7,7130000
Cambodia,2004,3.31,1770,62.9,13100000
Cameroon,2004,5.39,2800,54.6,17300000
Canada,2004,1.55,39700,80.1,31800000
Cape Verde,2004,3.24,4510,72.3,457000
Central African Republic,2004,5.41,849,44.9,3960000
Chad,2004,7.15,1580,53.0,9730000
Chile,2004,2.0,16200,77.5,16000000
China,2004,1.55,5150,73.7,1320000000
Colombia,2004,2.24,9040,75.6,42100000
Comoros,2004,5.25,2360,64.1,597000
"Congo, Dem. Rep.",2004,6.76,577,55.3,53100000
"Congo, Rep.",2004,5.05,4660,55.6,3510000
Costa Rica,2004,2.11,10700,78.5,4230000
Cote d'Ivoire,2004,5.47,2690,53.7,18000000
Croatia,2004,1.37,19300,75.5,4380000
Cuba,2004,1.58,5170,77.7,11300000
Cyprus,2004,1.55,32500,77.6,1010000
Czech Republic,2004,1.25,24200,76.0,10200000
Denmark,2004,1.78,43700,77.8,5400000
Djibouti,2004,3.99,2260,61.1,772000
Dominican Republic,2004,2.78,8480,73.1,8970000
Ecuador,2004,2.83,8260,74.2,13600000
Egypt,2004,3.05,7930,68.6,74200000
El Salvador,2004,2.6,5760,72.5,6020000
Equatorial Guinea,2004,5.62,28600,59.9,717000
Eritrea,2004,5.01,2320,55.6,2720000
Estonia,2004,1.48,20700,72.5,1360000
Eswatini,2004,3.93,6860,43.9,1030000
Ethiopia,2004,5.87,677,55.7,74200000
Fiji,2004,2.91,7410,67.0,818000
Finland,2004,1.8,38200,78.8,5240000
France,2004,1.92,36100,80.2,60700000
Gabon,2004,4.27,17000,58.9,1350000
Gambia,2004,5.86,1490,62.3,1500000
Georgia,2004,1.63,4760,72.9,4230000
Germany,2004,1.35,37400,79.4,81600000
Ghana,2004,4.55,2430,59.8,21300000
Greece,2004,1.38,29500,79.1,11200000
Grenada,2004,2.37,10400,74.0,104000
Guatemala,2004,4.11,6210,69.7,12800000
Guinea,2004,5.8,1580,55.7,8930000
Guinea-Bissau,2004,5.47,1350,53.2,1310000
Guyana,2004,2.88,4830,66.8,746000
Haiti,2004,3.85,1570,58.8,9050000
Honduras,2004,3.57,3530,71.4,7280000
Hungary,2004,1.3,21500,72.9,10100000
Iceland,2004,2.04,38900,81.2,291000
India,2004,3.04,3210,65.2,1130000000
Indonesia,2004,2.52,6560,66.5,223000000
Iran,2004,1.87,15500,74.2,69000000
Iraq,2004,4.59,10700,69.0,26300000
Ireland,2004,1.98,45100,78.5,4060000
Israel,2004,2.91,26100,79.8,6400000
Italy,2004,1.34,37400,80.7,57900000
Jamaica,2004,2.4,8400,76.5,2730000
Japan,2004,1.3,35100,82.3,128000000
Jordan,2004,3.78,8350,74.4,5580000
Kazakhstan,2004,2.16,14700,65.3,15300000
Kenya,2004,4.91,2120,56.4,35600000
Kiribati,2004,3.93,1900,59.9,90500
Kuwait,2004,2.55,87900,79.3,2200000
Kyrgyz Republic,2004,2.54,2400,67.1,5040000
Lao,2004,3.72,2960,59.7,5660000
Latvia,2004,1.35,15700,71.2,2280000
Lebanon,2004,1.84,10500,76.3,4570000
Lesotho,2004,3.64,1840,44.8,2010000
Liberia,2004,5.55,916,58.0,3140000
Libya,2004,2.54,23600,73.9,5710000
Lithuania,2004,1.3,16900,72.1,3380000
Luxembourg,2004,1.65,87200,79.0,452000
Madagascar,2004,5.14,1370,60.2,17800000
Malawi,2004,5.96,862,46.7,12300000
Malaysia,2004,2.36,18000,73.7,25200000
Maldives,2004,2.42,10900,73.8,311000
Mali,2004,6.82,1710,56.0,12400000
Malta,2004,1.42,25500,79.2,403000
Mauritania,2004,5.23,2920,65.3,2940000
Mauritius,2004,1.87,12700,73.0,1220000
Mexico,2004,2.54,16000,75.4,105000000
"Micronesia, Fed. Sts.",2004,3.91,3180,66.5,107000
Moldova,2004,1.22,3720,69.1,4170000
Mongolia,2004,2.11,5710,63.5,2500000
Montenegro,2004,1.85,11300,74.4,615000
Morocco,2004,2.61,5260,70.5,30100000
Mozambique,2004,5.76,718,50.6,19900000
Myanmar,2004,2.78,2000,60.6,48600000
Namibia,2004,3.71,7630,52.4,1910000
Nepal,2004,3.43,1640,67.5,25400000
Netherlands,2004,1.73,43000,79.1,16300000
New Zealand,2004,2.02,31200,79.3,4080000
Nicaragua,2004,2.74,3620,75.5,5360000
Niger,2004,7.63,758,54.9,13100000
Nigeria,2004,6.01,3970,56.5,135000000
North Korea,2004,2.0,1720,70.2,23700000
North Macedonia,2004,1.57,8980,74.7,2060000
Norway,2004,1.83,61700,79.8,4600000
Oman,2004,3.03,41500,74.5,2450000
Pakistan,2004,4.13,3660,62.6,157000000
Palestine,2004,4.87,3320,69.6,3510000
Panama,2004,2.66,11300,78.0,3270000
Papua New Guinea,2004,4.32,2520,55.6,6350000
